internal_sku,cardmarket_id,amount,card_name,set_name,set_code,cn,rarity,rarity_short,lang,is_reverse,rarity_quality,name_es,name_de,name_fr,name_it
412909-0001,412909,1,Charizard,SM Black Star Promos,SM,226,Promo,PROMO,ESP,False,normal,Charizard [Roaring Resolve | Continuous Blaze Ball],Charizard [Roaring Resolve | Continuous Blaze Ball],Charizard [Roaring Resolve | Continuous Blaze Ball],Charizard [Roaring Resolve | Continuous Blaze Ball]
426046-0002,426046,1,Charizard & Braixen GX,SM Black Star Promos,SM,230,Promo,PROMO,ENG,False,normal,Charizard & Braixen GX [Brilliant Flare | Crimson Flame Pillar GX],Charizard & Braixen GX [Brilliant Flare | Crimson Flame Pillar GX],Charizard & Braixen GX [Brilliant Flare | Crimson Flame Pillar GX],Charizard & Braixen GX [Brilliant Flare | Crimson Flame Pillar GX]
426046-0001,426046,1,Charizard & Braixen GX,SM Black Star Promos,SM,230,Promo,PROMO,ESP,False,normal,Charizard & Braixen GX [Brilliant Flare | Crimson Flame Pillar GX],Charizard & Braixen GX [Brilliant Flare | Crimson Flame Pillar GX],Charizard & Braixen GX [Brilliant Flare | Crimson Flame Pillar GX],Charizard & Braixen GX [Brilliant Flare | Crimson Flame Pillar GX]
313449-0002,313449,1,Charizard GX,SM Black Star Promos,SM,60,Promo,PROMO,ENG,False,normal,Charizard GX [Wing Attack | Crimson Storm | Raging Out GX],Charizard GX [Wing Attack | Crimson Storm | Raging Out GX],Charizard GX [Wing Attack | Crimson Storm | Raging Out GX],Charizard GX [Wing Attack | Crimson Storm | Raging Out GX]
368856-0002,368856,1,Charizard GX,SM Black Star Promos,SM,195,Promo,PROMO,ENG,False,normal,Charizard GX [Raging Destruction | Steam Artillery | Dreadful Flames GX],Charizard GX [Raging Destruction | Steam Artillery | Dreadful Flames GX],Charizard GX [Raging Destruction | Steam Artillery | Dreadful Flames GX],Charizard GX [Raging Destruction | Steam Artillery | Dreadful Flames GX]
397974-0002,397974,1,Charizard GX,SM Black Star Promos,SM,211,Promo,PROMO,ENG,False,normal,Charizard GX [Flamethrower | Flare Blitz GX],Charizard GX [Flamethrower | Flare Blitz GX],Charizard GX [Flamethrower | Flare Blitz GX],Charizard GX [Flamethrower | Flare Blitz GX]
313449-0001,313449,1,Charizard GX,SM Black Star Promos,SM,60,Promo,PROMO,ESP,False,normal,Charizard GX [Wing Attack | Crimson Storm | Raging Out GX],Charizard GX [Wing Attack | Crimson Storm | Raging Out GX],Charizard GX [Wing Attack | Crimson Storm | Raging Out GX],Charizard GX [Wing Attack | Crimson Storm | Raging Out GX]
368856-0001,368856,1,Charizard GX,SM Black Star Promos,SM,195,Promo,PROMO,ESP,False,normal,Charizard GX [Raging Destruction | Steam Artillery | Dreadful Flames GX],Charizard GX [Raging Destruction | Steam Artillery | Dreadful Flames GX],Charizard GX [Raging Destruction | Steam Artillery | Dreadful Flames GX],Charizard GX [Raging Destruction | Steam Artillery | Dreadful Flames GX]
397974-0001,397974,1,Charizard GX,SM Black Star Promos,SM,211,Promo,PROMO,ESP,False,normal,Charizard GX [Flamethrower | Flare Blitz GX],Charizard GX [Flamethrower | Flare Blitz GX],Charizard GX [Flamethrower | Flare Blitz GX],Charizard GX [Flamethrower | Flare Blitz GX]
299578-0002,299578,1,Cosmog,SM Black Star Promos,SM,42,Promo,PROMO,ENG,False,normal,Cosmog [Concentración de Polvo],Cosmog [Staubfänger],Cosmog [Ramasse Poussière],Cosmog [Coglipolvere]
299578-0001,299578,1,Cosmog,SM Black Star Promos,SM,42,Promo,PROMO,ESP,False,normal,Cosmog [Concentración de Polvo],Cosmog [Staubfänger],Cosmog [Ramasse Poussière],Cosmog [Coglipolvere]
299573-0002,299573,1,Crabominable,SM Black Star Promos,SM,47,Promo,PROMO,ENG,False,normal,Crabominable [Gutsy Hammer | Double Stomp],Crabominable [Gutsy Hammer | Double Stomp],Crabominable [Gutsy Hammer | Double Stomp],Crabominable [Gutsy Hammer | Double Stomp]
299573-0001,299573,1,Crabominable,SM Black Star Promos,SM,47,Promo,PROMO,ESP,False,normal,Crabominable [Gutsy Hammer | Double Stomp],Crabominable [Gutsy Hammer | Double Stomp],Crabominable [Gutsy Hammer | Double Stomp],Crabominable [Gutsy Hammer | Double Stomp]
321166-0002,321166,1,Dawn Wings Necrozma,SM Black Star Promos,SM,106,Promo,PROMO,ENG,False,normal,Dawn Wings Necrozma [Gulf Stream | Sword of Dawn],Dawn Wings Necrozma [Gulf Stream | Sword of Dawn],Dawn Wings Necrozma [Gulf Stream | Sword of Dawn],Dawn Wings Necrozma [Gulf Stream | Sword of Dawn]
358428-0002,358428,1,Dawn Wings Necrozma,SM Black Star Promos,SM,123,Promo,PROMO,ENG,False,normal,Dawn Wings Necrozma [Gulf Stream | Sword of Dawn],Dawn Wings Necrozma [Gulf Stream | Sword of Dawn],Dawn Wings Necrozma [Gulf Stream | Sword of Dawn],Dawn Wings Necrozma [Gulf Stream | Sword of Dawn]
321166-0001,321166,1,Dawn Wings Necrozma,SM Black Star Promos,SM,106,Promo,PROMO,ESP,False,normal,Dawn Wings Necrozma [Gulf Stream | Sword of Dawn],Dawn Wings Necrozma [Gulf Stream | Sword of Dawn],Dawn Wings Necrozma [Gulf Stream | Sword of Dawn],Dawn Wings Necrozma [Gulf Stream | Sword of Dawn]
358428-0001,358428,1,Dawn Wings Necrozma,SM Black Star Promos,SM,123,Promo,PROMO,ESP,False,normal,Dawn Wings Necrozma [Gulf Stream | Sword of Dawn],Dawn Wings Necrozma [Gulf Stream | Sword of Dawn],Dawn Wings Necrozma [Gulf Stream | Sword of Dawn],Dawn Wings Necrozma [Gulf Stream | Sword of Dawn]
321163-0002,321163,1,Dawn Wings Necrozma GX,SM Black Star Promos,SM,101,Promo,PROMO,ENG,False,normal,Dawn Wings Necrozma GX [Invasion | Dark Flash | Moon's Eclipse GX],Dawn Wings Necrozma GX [Invasion | Dark Flash | Moon's Eclipse GX],Dawn Wings Necrozma GX [Invasion | Dark Flash | Moon's Eclipse GX],Dawn Wings Necrozma GX [Invasion | Dark Flash | Moon's Eclipse GX]
321163-0001,321163,1,Dawn Wings Necrozma GX,SM Black Star Promos,SM,101,Promo,PROMO,ESP,False,normal,Dawn Wings Necrozma GX [Invasion | Dark Flash | Moon's Eclipse GX],Dawn Wings Necrozma GX [Invasion | Dark Flash | Moon's Eclipse GX],Dawn Wings Necrozma GX [Invasion | Dark Flash | Moon's Eclipse GX],Dawn Wings Necrozma GX [Invasion | Dark Flash | Moon's Eclipse GX]
312548-0002,312548,1,Decidueye,SM Black Star Promos,SM,55,Promo,PROMO,ENG,False,normal,Decidueye [Hoja Aguda | Pájaro Osado],Silvarro [Laubklinge | Sturzflug],Archéduc [Lame-Feuille | Rapace],Decidueye [Fendifoglia | Baldeali]
312548-0001,312548,1,Decidueye,SM Black Star Promos,SM,55,Promo,PROMO,ESP,False,normal,Decidueye [Hoja Aguda | Pájaro Osado],Silvarro [Laubklinge | Sturzflug],Archéduc [Lame-Feuille | Rapace],Decidueye [Fendifoglia | Baldeali]
298915-0002,298915,1,Decidueye GX,SM Black Star Promos,SM,37,Promo,PROMO,ENG,False,normal,Decidueye GX [Hoja Afilada],Silvarro GX [Rasierblatt],Archéduc GX [Tranch'Herbe],Decidueye GX [Foglielama]
298915-0001,298915,1,Decidueye GX,SM Black Star Promos,SM,37,Promo,PROMO,ESP,False,normal,Decidueye GX [Hoja Afilada],Silvarro GX [Rasierblatt],Archéduc GX [Tranch'Herbe],Decidueye GX [Foglielama]
360559-0002,360559,1,Delcatty,SM Black Star Promos,SM,132,Promo,PROMO,ENG,False,normal,Delcatty [Search for Friends | Cat Kick],Delcatty [Search for Friends | Cat Kick],Delcatty [Search for Friends | Cat Kick],Delcatty [Search for Friends | Cat Kick]
360559-0001,360559,1,Delcatty,SM Black Star Promos,SM,132,Promo,PROMO,ESP,False,normal,Delcatty [Search for Friends | Cat Kick],Delcatty [Search for Friends | Cat Kick],Delcatty [Search for Friends | Cat Kick],Delcatty [Search for Friends | Cat Kick]
367368-0002,367368,1,Deoxys,SM Black Star Promos,SM,164,Promo,PROMO,ENG,False,normal,Deoxys [Power Suction | Psycho Boost],Deoxys [Power Suction | Psycho Boost],Deoxys [Power Suction | Psycho Boost],Deoxys [Power Suction | Psycho Boost]
367368-0001,367368,1,Deoxys,SM Black Star Promos,SM,164,Promo,PROMO,ESP,False,normal,Deoxys [Power Suction | Psycho Boost],Deoxys [Power Suction | Psycho Boost],Deoxys [Power Suction | Psycho Boost],Deoxys [Power Suction | Psycho Boost]
397979-0002,397979,1,Detective Pikachu,SM Black Star Promos,SM,170,Promo,PROMO,ENG,False,normal,Detective Pikachu [Scout | Surprise Attack],Detective Pikachu [Scout | Surprise Attack],Detective Pikachu [Scout | Surprise Attack],Detective Pikachu [Scout | Surprise Attack]
372210-0002,372210,1,Detective Pikachu,SM Black Star Promos,SM,190,Promo,PROMO,ENG,False,normal,Detective Pikachu [Coffee Break | Corkscrew Punch],Detective Pikachu [Coffee Break | Corkscrew Punch],Detective Pikachu [Coffee Break | Corkscrew Punch],Detective Pikachu [Coffee Break | Corkscrew Punch]
368857-0002,368857,1,Detective Pikachu,SM Black Star Promos,SM,194,Promo,PROMO,ENG,False,normal,Detective Pikachu [Brilliant Deduction],Detective Pikachu [Brilliant Deduction],Detective Pikachu [Brilliant Deduction],Detective Pikachu [Brilliant Deduction]
397979-0001,397979,1,Detective Pikachu,SM Black Star Promos,SM,170,Promo,PROMO,ESP,False,normal,Detective Pikachu [Scout | Surprise Attack],Detective Pikachu [Scout | Surprise Attack],Detective Pikachu [Scout | Surprise Attack],Detective Pikachu [Scout | Surprise Attack]
372210-0001,372210,1,Detective Pikachu,SM Black Star Promos,SM,190,Promo,PROMO,ESP,False,normal,Detective Pikachu [Coffee Break | Corkscrew Punch],Detective Pikachu [Coffee Break | Corkscrew Punch],Detective Pikachu [Coffee Break | Corkscrew Punch],Detective Pikachu [Coffee Break | Corkscrew Punch]
368857-0001,368857,1,Detective Pikachu,SM Black Star Promos,SM,194,Promo,PROMO,ESP,False,normal,Detective Pikachu [Brilliant Deduction],Detective Pikachu [Brilliant Deduction],Detective Pikachu [Brilliant Deduction],Detective Pikachu [Brilliant Deduction]
302137-0002,302137,1,Dhelmise,SM Black Star Promos,SM,53,Promo,PROMO,ENG,False,normal,Dhelmise [Steelworker | Anchor Shot],Dhelmise [Steelworker | Anchor Shot],Sinistrail [Anchor Shot],Dhelmise [Steelworker | Anchor Shot]
302137-0001,302137,1,Dhelmise,SM Black Star Promos,SM,53,Promo,PROMO,ESP,False,normal,Dhelmise [Steelworker | Anchor Shot],Dhelmise [Steelworker | Anchor Shot],Sinistrail [Anchor Shot],Dhelmise [Steelworker | Anchor Shot]
363382-0002,363382,1,Dragonite GX,SM Black Star Promos,SM,156,Promo,PROMO,ENG,False,normal,Dragonite GX [Dragon Claw | Giga Impact | Dragonporter GX],Dragonite GX [Dragon Claw | Giga Impact | Dragonporter GX],Dragonite GX [Dragon Claw | Giga Impact | Dragonporter GX],Dragonite GX [Dragon Claw | Giga Impact | Dragonporter GX]
363382-0001,363382,1,Dragonite GX,SM Black Star Promos,SM,156,Promo,PROMO,ESP,False,normal,Dragonite GX [Dragon Claw | Giga Impact | Dragonporter GX],Dragonite GX [Dragon Claw | Giga Impact | Dragonporter GX],Dragonite GX [Dragon Claw | Giga Impact | Dragonporter GX],Dragonite GX [Dragon Claw | Giga Impact | Dragonporter GX]
297620-0002,297620,1,Drampa,SM Black Star Promos,SM,21,Promo,PROMO,ENG,False,normal,Drampa [Amass | Power Cyclone],Drampa [Amass | Power Cyclone],Draïeul [Amass | Power Cyclone],Drampa [Amass | Power Cyclone]
297620-0001,297620,1,Drampa,SM Black Star Promos,SM,21,Promo,PROMO,ESP,False,normal,Drampa [Amass | Power Cyclone],Drampa [Amass | Power Cyclone],Draïeul [Amass | Power Cyclone],Drampa [Amass | Power Cyclone]
321167-0002,321167,1,Dusk Mane Necrozma,SM Black Star Promos,SM,107,Promo,PROMO,ENG,False,normal,Dusk Mane Necrozma [Dusk Shot | Rusty Claws],Dusk Mane Necrozma [Dusk Shot | Rusty Claws],Dusk Mane Necrozma [Dusk Shot | Rusty Claws],Dusk Mane Necrozma [Dusk Shot | Rusty Claws]
358426-0002,358426,1,Dusk Mane Necrozma,SM Black Star Promos,SM,124,Promo,PROMO,ENG,False,normal,Dusk Mane Necrozma [Dusk Shot | Rusty Claws],Dusk Mane Necrozma [Dusk Shot | Rusty Claws],Dusk Mane Necrozma [Dusk Shot | Rusty Claws],Dusk Mane Necrozma [Dusk Shot | Rusty Claws]
321167-0001,321167,1,Dusk Mane Necrozma,SM Black Star Promos,SM,107,Promo,PROMO,ESP,False,normal,Dusk Mane Necrozma [Dusk Shot | Rusty Claws],Dusk Mane Necrozma [Dusk Shot | Rusty Claws],Dusk Mane Necrozma [Dusk Shot | Rusty Claws],Dusk Mane Necrozma [Dusk Shot | Rusty Claws]
358426-0001,358426,1,Dusk Mane Necrozma,SM Black Star Promos,SM,124,Promo,PROMO,ESP,False,normal,Dusk Mane Necrozma [Dusk Shot | Rusty Claws],Dusk Mane Necrozma [Dusk Shot | Rusty Claws],Dusk Mane Necrozma [Dusk Shot | Rusty Claws],Dusk Mane Necrozma [Dusk Shot | Rusty Claws]
321164-0002,321164,1,Dusk Mane Necrozma GX,SM Black Star Promos,SM,102,Promo,PROMO,ENG,False,normal,Dusk Mane Necrozma GX [Claw Slash | Meteor Tempest | Sun's Eclipse GX],Dusk Mane Necrozma GX [Claw Slash | Meteor Tempest | Sun's Eclipse GX],Dusk Mane Necrozma GX [Claw Slash | Meteor Tempest | Sun's Eclipse GX],Dusk Mane Necrozma GX [Claw Slash | Meteor Tempest | Sun's Eclipse GX]
321164-0001,321164,1,Dusk Mane Necrozma GX,SM Black Star Promos,SM,102,Promo,PROMO,ESP,False,normal,Dusk Mane Necrozma GX [Claw Slash | Meteor Tempest | Sun's Eclipse GX],Dusk Mane Necrozma GX [Claw Slash | Meteor Tempest | Sun's Eclipse GX],Dusk Mane Necrozma GX [Claw Slash | Meteor Tempest | Sun's Eclipse GX],Dusk Mane Necrozma GX [Claw Slash | Meteor Tempest | Sun's Eclipse GX]
370819-0002,370819,1,Eevee,SM Black Star Promos,SM,184,Promo,PROMO,ENG,False,normal,Eevee [Find a Friend | Smash Kick],Eevee [Find a Friend | Smash Kick],Eevee [Find a Friend | Smash Kick],Eevee [Find a Friend | Smash Kick]
412939-0002,412939,1,Eevee,SM Black Star Promos,SM,235,Promo,PROMO,ENG,False,normal,Eevee [Running Charge],Eevee [Running Charge],Eevee [Running Charge],Eevee [Running Charge]
370819-0001,370819,1,Eevee,SM Black Star Promos,SM,184,Promo,PROMO,ESP,False,normal,Eevee [Find a Friend | Smash Kick],Eevee [Find a Friend | Smash Kick],Eevee [Find a Friend | Smash Kick],Eevee [Find a Friend | Smash Kick]
412939-0001,412939,1,Eevee,SM Black Star Promos,SM,235,Promo,PROMO,ESP,False,normal,Eevee [Running Charge],Eevee [Running Charge],Eevee [Running Charge],Eevee [Running Charge]
369469-0002,369469,1,Eevee & Snorlax GX,SM Black Star Promos,SM,169,Promo,PROMO,ENG,False,normal,Eevee & Snorlax GX [Cheer Up | Dump Truck Press | Megaton Friends GX],Eevee & Snorlax GX [Cheer Up | Dump Truck Press | Megaton Friends GX],Eevee & Snorlax GX [Cheer Up | Dump Truck Press | Megaton Friends GX],Eevee & Snorlax GX [Cheer Up | Dump Truck Press | Megaton Friends GX]
369469-0001,369469,1,Eevee & Snorlax GX,SM Black Star Promos,SM,169,Promo,PROMO,ESP,False,normal,Eevee & Snorlax GX [Cheer Up | Dump Truck Press | Megaton Friends GX],Eevee & Snorlax GX [Cheer Up | Dump Truck Press | Megaton Friends GX],Eevee & Snorlax GX [Cheer Up | Dump Truck Press | Megaton Friends GX],Eevee & Snorlax GX [Cheer Up | Dump Truck Press | Megaton Friends GX]
369353-0002,369353,1,Eevee GX,SM Black Star Promos,SM,174,Promo,PROMO,ENG,False,normal,Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX]
369354-0002,369354,1,Eevee GX,SM Black Star Promos,SM,175,Promo,PROMO,ENG,False,normal,Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX]
369355-0002,369355,1,Eevee GX,SM Black Star Promos,SM,176,Promo,PROMO,ENG,False,normal,Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX]
412929-0002,412929,1,Eevee GX,SM Black Star Promos,SM,233,Promo,PROMO,ENG,False,normal,Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX]
449233-0002,449233,1,Eevee GX,SM Black Star Promos,SM,242,Promo,PROMO,ENG,False,normal,Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX]
369353-0001,369353,1,Eevee GX,SM Black Star Promos,SM,174,Promo,PROMO,ESP,False,normal,Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX]
369354-0001,369354,1,Eevee GX,SM Black Star Promos,SM,175,Promo,PROMO,ESP,False,normal,Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX]
369355-0001,369355,1,Eevee GX,SM Black Star Promos,SM,176,Promo,PROMO,ESP,False,normal,Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX]
412929-0001,412929,1,Eevee GX,SM Black Star Promos,SM,233,Promo,PROMO,ESP,False,normal,Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX]
449233-0001,449233,1,Eevee GX,SM Black Star Promos,SM,242,Promo,PROMO,ESP,False,normal,Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX],Eevee GX [Ascension DNA | Boost Dash | Joy Maker GX]
412274-0002,412274,1,Entei,SM Black Star Promos,SM,219,Promo,PROMO,ENG,False,normal,Entei [Rally Back | Fire Mane],Entei [Rally Back | Fire Mane],Entei [Rally Back | Fire Mane],Entei [Rally Back | Fire Mane]
412274-0001,412274,1,Entei,SM Black Star Promos,SM,219,Promo,PROMO,ESP,False,normal,Entei [Rally Back | Fire Mane],Entei [Rally Back | Fire Mane],Entei [Rally Back | Fire Mane],Entei [Rally Back | Fire Mane]
449103-0002,449103,1,Espeon & Deoxys GX,SM Black Star Promos,SM,240,Promo,PROMO,ENG,False,normal,Espeon & Deoxys GX [Psychic Club | Cross Division GX],Espeon & Deoxys GX [Psychic Club | Cross Division GX],Espeon & Deoxys GX [Psychic Club | Cross Division GX],Espeon & Deoxys GX [Psychic Club | Cross Division GX]
449103-0001,449103,1,Espeon & Deoxys GX,SM Black Star Promos,SM,240,Promo,PROMO,ESP,False,normal,Espeon & Deoxys GX [Psychic Club | Cross Division GX],Espeon & Deoxys GX [Psychic Club | Cross Division GX],Espeon & Deoxys GX [Psychic Club | Cross Division GX],Espeon & Deoxys GX [Psychic Club | Cross Division GX]
299582-0002,299582,1,Espeon GX,SM Black Star Promos,SM,35,Promo,PROMO,ENG,False,normal,Espeon GX [Psicorrayo | Psíquico],Psiana GX [Psystrahl | Psychokinese],Mentali GX [Rafale Psy | Psyko],Espeon GX [Psicoraggio | Psichico]
299582-0001,299582,1,Espeon GX,SM Black Star Promos,SM,35,Promo,PROMO,ESP,False,normal,Espeon GX [Psicorrayo | Psíquico],Psiana GX [Psystrahl | Psychokinese],Mentali GX [Rafale Psy | Psyko],Espeon GX [Psicoraggio | Psichico]
321168-0002,321168,1,Exeggcute,SM Black Star Promos,SM,119,Promo,PROMO,ENG,False,normal,Exeggcute [Psy Bolt],Exeggcute [Psy Bolt],Exeggcute [Psy Bolt],Exeggcute [Psy Bolt]
321168-0001,321168,1,Exeggcute,SM Black Star Promos,SM,119,Promo,PROMO,ESP,False,normal,Exeggcute [Psy Bolt],Exeggcute [Psy Bolt],Exeggcute [Psy Bolt],Exeggcute [Psy Bolt]
373094-0002,373094,1,Flareon,SM Black Star Promos,SM,186,Promo,PROMO,ENG,False,normal,Flareon [Bite | Fire Spin],Flareon [Bite | Fire Spin],Flareon [Bite | Fire Spin],Flareon [Bite | Fire Spin]
373094-0001,373094,1,Flareon,SM Black Star Promos,SM,186,Promo,PROMO,ESP,False,normal,Flareon [Bite | Fire Spin],Flareon [Bite | Fire Spin],Flareon [Bite | Fire Spin],Flareon [Bite | Fire Spin]
369356-0002,369356,1,Flareon GX,SM Black Star Promos,SM,171,Promo,PROMO,ENG,False,normal,Flareon GX [Heat Stage | Bright Flame | Power Burner GX],Flareon GX [Heat Stage | Bright Flame | Power Burner GX],Flareon GX [Heat Stage | Bright Flame | Power Burner GX],Flareon GX [Heat Stage | Bright Flame | Power Burner GX]
369356-0001,369356,1,Flareon GX,SM Black Star Promos,SM,171,Promo,PROMO,ESP,False,normal,Flareon GX [Heat Stage | Bright Flame | Power Burner GX],Flareon GX [Heat Stage | Bright Flame | Power Burner GX],Flareon GX [Heat Stage | Bright Flame | Power Burner GX],Flareon GX [Heat Stage | Bright Flame | Power Burner GX]
397964-0002,397964,1,Garchomp & Giratina GX,SM Black Star Promos,SM,193,Promo,PROMO,ENG,False,normal,Garchomp & Giratina GX [Linear Attack | Calamitous Slash | GG End GX],Garchomp & Giratina GX [Linear Attack | Calamitous Slash | GG End GX],Garchomp & Giratina GX [Linear Attack | Calamitous Slash | GG End GX],Garchomp & Giratina GX [Linear Attack | Calamitous Slash | GG End GX]
397964-0001,397964,1,Garchomp & Giratina GX,SM Black Star Promos,SM,193,Promo,PROMO,ESP,False,normal,Garchomp & Giratina GX [Linear Attack | Calamitous Slash | GG End GX],Garchomp & Giratina GX [Linear Attack | Calamitous Slash | GG End GX],Garchomp & Giratina GX [Linear Attack | Calamitous Slash | GG End GX],Garchomp & Giratina GX [Linear Attack | Calamitous Slash | GG End GX]
364328-0002,364328,1,Giratina,SM Black Star Promos,SM,151,Promo,PROMO,ENG,False,normal,Giratina [Distortion Door | Shadow Impact],Giratina [Distortion Door | Shadow Impact],Giratina [Distortion Door | Shadow Impact],Giratina [Distortion Door | Shadow Impact]
364328-0001,364328,1,Giratina,SM Black Star Promos,SM,151,Promo,PROMO,ESP,False,normal,Giratina [Distortion Door | Shadow Impact],Giratina [Distortion Door | Shadow Impact],Giratina [Distortion Door | Shadow Impact],Giratina [Distortion Door | Shadow Impact]
449123-0002,449123,1,Glaceon,SM Black Star Promos,SM,238,Promo,PROMO,ENG,False,normal,Glaceon [Snow Cloak | Hypnotic Blizzard],Glaceon [Snow Cloak | Hypnotic Blizzard],Glaceon [Snow Cloak | Hypnotic Blizzard],Glaceon [Snow Cloak | Hypnotic Blizzard]
449123-0001,449123,1,Glaceon,SM Black Star Promos,SM,238,Promo,PROMO,ESP,False,normal,Glaceon [Snow Cloak | Hypnotic Blizzard],Glaceon [Snow Cloak | Hypnotic Blizzard],Glaceon [Snow Cloak | Hypnotic Blizzard],Glaceon [Snow Cloak | Hypnotic Blizzard]
364216-0002,364216,1,Glaceon GX,SM Black Star Promos,SM,147,Promo,PROMO,ENG,False,normal,Glaceon GX [Freezing Gaze | Frost Bullet | Polar Spear GX],Glaceon GX [Freezing Gaze | Frost Bullet | Polar Spear GX],Glaceon GX [Freezing Gaze | Frost Bullet | Polar Spear GX],Glaceon GX [Freezing Gaze | Frost Bullet | Polar Spear GX]
364216-0001,364216,1,Glaceon GX,SM Black Star Promos,SM,147,Promo,PROMO,ESP,False,normal,Glaceon GX [Freezing Gaze | Frost Bullet | Polar Spear GX],Glaceon GX [Freezing Gaze | Frost Bullet | Polar Spear GX],Glaceon GX [Freezing Gaze | Frost Bullet | Polar Spear GX],Glaceon GX [Freezing Gaze | Frost Bullet | Polar Spear GX]
302136-0002,302136,1,Golisopod,SM Black Star Promos,SM,52,Promo,PROMO,ENG,False,normal,Golisopod [Armor | Resolute Claws],Golisopod [Armor | Resolute Claws],Sarmuraï [Resolute Claws],Golisopod [Armor | Resolute Claws]
302136-0001,302136,1,Golisopod,SM Black Star Promos,SM,52,Promo,PROMO,ESP,False,normal,Golisopod [Armor | Resolute Claws],Golisopod [Armor | Resolute Claws],Sarmuraï [Resolute Claws],Golisopod [Armor | Resolute Claws]
313450-0002,313450,1,Golisopod GX,SM Black Star Promos,SM,62,Promo,PROMO,ENG,False,normal,Golisopod GX [First Impression | Armor Press | Crossing Cut GX],Golisopod GX [First Impression | Armor Press | Crossing Cut GX],Golisopod GX [First Impression | Armor Press | Crossing Cut GX],Golisopod GX [First Impression | Armor Press | Crossing Cut GX]
313450-0001,313450,1,Golisopod GX,SM Black Star Promos,SM,62,Promo,PROMO,ESP,False,normal,Golisopod GX [First Impression | Armor Press | Crossing Cut GX],Golisopod GX [First Impression | Armor Press | Crossing Cut GX],Golisopod GX [First Impression | Armor Press | Crossing Cut GX],Golisopod GX [First Impression | Armor Press | Crossing Cut GX]
368855-0002,368855,1,Greninja GX,SM Black Star Promos,SM,197,Promo,PROMO,ENG,False,normal,Greninja GX [Elusive Master | Mist Slash | Dark Mist GX],Greninja GX [Elusive Master | Mist Slash | Dark Mist GX],Greninja GX [Elusive Master | Mist Slash | Dark Mist GX],Greninja GX [Elusive Master | Mist Slash | Dark Mist GX]
368855-0001,368855,1,Greninja GX,SM Black Star Promos,SM,197,Promo,PROMO,ESP,False,normal,Greninja GX [Elusive Master | Mist Slash | Dark Mist GX],Greninja GX [Elusive Master | Mist Slash | Dark Mist GX],Greninja GX [Elusive Master | Mist Slash | Dark Mist GX],Greninja GX [Elusive Master | Mist Slash | Dark Mist GX]
315518-0002,315518,1,Gumshoos,SM Black Star Promos,SM,97,Promo,PROMO,ENG,False,normal,Gumshoos [Identify | Whap Down],Gumshoos [Identify | Whap Down],Argouste [Identify | Whap Down],Gumshoos [Identify | Whap Down]
315518-0001,315518,1,Gumshoos,SM Black Star Promos,SM,97,Promo,PROMO,ESP,False,normal,Gumshoos [Identify | Whap Down],Gumshoos [Identify | Whap Down],Argouste [Identify | Whap Down],Gumshoos [Identify | Whap Down]
